customer_id,vin,businessId,sf_account_id,asof_date,make,model,model_year,plate_type,city,country,correspondence_language,customer_type,age_band,gender,nationality_region,tenure_years,current_odometer_km,avg_daily_km_30d,avg_daily_km_180d,days_since_last_service,last_service_type,last_service_branch,total_services_lifetime,services_last_12m,avg_invoice_amt_qar_12m,no_show_count_24m,cancel_count_24m,reschedule_count_24m,warranty_active_flag,warranty_months_remaining,service_contract_flag,insurance_active_flag,open_recall_flag,open_complaint_flag,predicted_next_service_due_date,predicted_due_km,days_until_due,km_until_due,whatsapp_optin,sms_optin,email_optin,call_optin,marketing_consent,preferred_channel,preferred_language,preferred_contact_hour,last_reminder_channel,last_reminder_sent_days_ago,last_reminder_delivered,last_reminder_read,last_reminder_clicked,reminder_response_rate_12m,whatsapp_read_rate_12m,competitor_service_signal,central_block_flag,target_churn_180d,target_booked_within_14d
CUST100024,JTTA68324XXXXX024,BID200024,001xx00000000024AAA,6/22/2026,Hyundai,Accent,2020,Private,The Pearl,QA,AR,Person,40-49,F,GCC,6,116211,23,35,70,60K_PM,Salwa Road,14,1,670,0,0,0,0,0,0,1,0,0,2/17/2028,130000,605,13789,1,0,1,0,1,WhatsApp,AR,18,Call,90,1,0,0,0.24,0.43,0,0,0,0
CUST100025,JTTM97226XXXXX025,BID200025,001xx00000000025AAA,6/22/2026,Ford,Mustang,2022,Private,Lusail,QA,EN,Person,30-39,M,EastAsia,2,70867,32,51,17,10K_PM,Industrial Area,8,0,185,0,0,1,0,0,1,1,0,0,3/29/2027,80000,280,9133,0,0,1,0,1,Email,AR,14,WhatsApp,14,1,1,0,0.56,0.00,0,0,0,0
CUST100026,JTTA48614XXXXX026,BID200026,001xx00000000026AAA,6/22/2026,Hyundai,Accent,2019,Private,Mesaieed,QA,AR,Person,40-49,F,NorthAmerica,7,116270,67,47,153,Battery,The Pearl,12,1,989,0,0,0,0,0,0,0,0,0,1/7/2027,130000,199,13730,1,0,0,0,1,WhatsApp,AR,18,WhatsApp,14,1,1,0,0.40,0.91,1,0,0,0
CUST100027,JTTN63437XXXXX027,BID200027,001xx00000000027AAA,6/22/2026,Lexus,NX,2019,Private,Al Rayyan,QA,EN,Organization,18-24,M,Levant,5,131533,78,72,229,30K_PM,Al Wakrah,12,3,517,0,1,0,0,0,0,1,0,0,10/14/2026,140000,114,8467,1,1,1,1,1,WhatsApp,EN,19,Email,3,1,1,0,0.70,0.67,0,0,0,0
CUST100028,JTTA35322XXXXX028,BID200028,001xx00000000028AAA,6/22/2026,Hyundai,Accent,2025,Private,The Pearl,QA,AR,Organization,30-39,M,SouthAsia,1,7638,11,25,237,AC_Service,Al Rayyan,1,0,1161,0,0,0,1,23,0,1,0,0,7/9/2029,20000,1113,12362,1,1,0,1,1,WhatsApp,EN,9,SMS,7,1,0,0,0.50,0.53,0,0,1,0
CUST100029,JTTX68900XXXXX029,BID200029,001xx00000000029AAA,6/22/2026,BMW,X3,2015,Private,Al Rayyan,QA,EN,Person,30-39,M,GCC,11,203459,56,60,46,50K_PM,The Pearl,23,5,541,1,2,1,0,0,0,1,0,0,10/30/2026,210000,130,6541,1,0,0,1,0,WhatsApp,AR,16,SMS,14,1,0,0,0.55,0.43,0,0,0,1
CUST100030,JTTY93083XXXXX030,BID200030,001xx00000000030AAA,6/22/2026,Toyota,Yaris,2024,Private,Lusail,QA,AR,Person,50-59,M,SouthAsia,0,54814,81,83,538,Repair,Industrial Area,7,0,763,0,0,1,0,0,0,0,0,0,8/11/2026,60000,50,5186,1,1,1,0,1,WhatsApp,EN,17,Call,14,1,0,0,0.30,0.49,0,0,1,0
CUST100031,JTTR88099XXXXX031,BID200031,001xx00000000031AAA,6/22/2026,Toyota,RAV4,2018,Private,Al Wakrah,QA,AR,Person,60+,M,Europe,7,180959,38,42,132,20K_PM,Lusail,22,1,479,0,0,3,0,0,0,1,0,1,10/31/2027,200000,496,19041,1,1,0,0,1,WhatsApp,AR,18,Call,3,1,0,0,0.75,0.68,1,0,1,0
CUST100032,JTTR22349XXXXX032,BID200032,001xx00000000032AAA,6/22/2026,Lexus,RX,2018,Private,Doha,QA,AR,Person,40-49,M,Levant,9,140045,55,50,94,20K_PM,Al Rayyan,14,2,471,0,0,0,0,0,1,0,0,0,12/16/2026,150000,177,9955,1,1,1,1,1,WhatsApp,AR,17,WhatsApp,7,0,0,0,0.80,0.59,0,0,0,0
CUST100033,JTTS43616XXXXX033,BID200033,001xx00000000033AAA,6/22/2026,Kia,Sorento,2022,Private,Doha,QA,EN,Person,30-39,M,GCC,2,53108,29,31,128,Battery,Salwa Road,6,3,404,0,0,1,1,8,1,1,0,0,2/11/2027,60000,234,6892,1,1,0,0,1,WhatsApp,AR,18,WhatsApp,90,1,1,1,0.17,0.69,0,0,0,1
CUST100034,JTTO94300XXXXX034,BID200034,001xx00000000034AAA,6/22/2026,Mitsubishi,Outlander,2019,Private,Al Rayyan,QA,AR,Person,40-49,M,SouthAsia,8,125840,83,69,81,Tire,Al Rayyan,18,1,853,0,0,1,0,0,0,1,0,0,12/20/2026,140000,181,14160,0,1,0,1,1,Call,AR,10,WhatsApp,14,1,1,1,0.47,0.00,0,0,0,1
CUST100035,JTTL85168XXXXX035,BID200035,001xx00000000035AAA,6/22/2026,Lexus,LS,2024,Private,Al Wakrah,QA,EN,Person,30-39,F,SouthAsia,2,86607,142,134,14,Battery,Salwa Road,7,1,1102,0,0,2,0,0,0,0,0,0,10/13/2026,100000,113,13393,1,0,1,0,1,Email,EN,17,WhatsApp,14,1,1,1,0.43,0.29,0,0,1,0
CUST100036,JTTL87665XXXXX036,BID200036,001xx00000000036AAA,6/22/2026,Lexus,LS,2023,Private,Lusail,QA,AR,Person,50-59,M,SouthAsia,4,47327,36,42,149,AC_Service,West Bay,9,2,954,0,0,0,0,0,1,1,0,0,6/22/2026,47910,0,583,1,0,1,0,1,WhatsApp,AR,13,SMS,120,1,0,0,0.73,0.55,0,0,0,0
CUST100037,JTTH83822XXXXX037,BID200037,001xx00000000037AAA,6/22/2026,Toyota,Highlander,2015,Private,Doha,QA,EN,Person,18-24,M,GCC,11,192225,58,56,20,50K_PM,Lusail,19,1,491,0,0,2,0,0,0,1,0,0,10/20/2026,200000,120,7775,0,1,1,0,0,SMS,AR,15,WhatsApp,60,0,0,0,0.24,0.00,0,0,0,0
CUST100038,JTTS85400XXXXX038,BID200038,001xx00000000038AAA,6/22/2026,Nissan,Sunny,2022,Commercial,Doha,QA,AR,Person,18-24,U,SouthAsia,3,67242,21,29,182,Repair,Lusail,10,2,1699,0,0,1,0,0,0,1,0,0,2/22/2028,80000,610,12758,1,0,0,0,0,WhatsApp,EN,9,WhatsApp,90,1,0,0,0.43,0.47,0,0,0,0
CUST100039,JTTE66668XXXXX039,BID200039,001xx00000000039AAA,6/22/2026,Ford,Explorer,2016,Private,Doha,QA,AR,Person,60+,F,EastAsia,10,194244,90,76,110,Battery,West Bay,20,3,993,0,0,1,0,0,0,1,0,1,8/17/2026,200000,56,5756,0,1,1,1,1,SMS,AR,18,WhatsApp,14,1,1,0,0.27,0.00,0,0,0,0
CUST100040,JTTS40901XXXXX040,BID200040,001xx00000000040AAA,6/22/2026,Kia,Sportage,2025,Private,Doha,QA,AR,Person,30-39,F,Levant,0,10477,3,12,132,Battery,Al Rayyan,2,4,1228,0,0,0,1,17,0,1,0,0,2/22/2035,20000,3167,9523,1,0,0,1,1,Call,AR,13,SMS,30,1,1,0,0.82,0.54,0,0,0,0
CUST100041,JTT564277XXXXX041,BID200041,001xx00000000041AAA,6/22/2026,BMW,5 Series,2018,Rental,Al Rayyan,QA,AR,Person,25-29,M,GCC,7,138649,52,68,68,10K_PM,Salwa Road,15,1,1017,0,0,0,0,0,0,0,0,0,6/27/2026,139698,5,1049,1,1,1,1,1,Email,EN,11,WhatsApp,14,1,1,0,0.27,0.72,0,0,1,0
CUST100042,JTTE30156XXXXX042,BID200042,001xx00000000042AAA,6/22/2026,Ford,Expedition,2017,Private,Lusail,QA,EN,Person,25-29,U,Levant,9,200669,55,50,325,AC_Service,Lusail,23,2,847,0,0,1,0,0,0,1,0,0,11/28/2026,210000,159,9331,0,0,1,0,1,Email,AR,17,WhatsApp,14,1,0,0,0.33,0.00,0,0,0,0
CUST100043,JTTM82729XXXXX043,BID200043,001xx00000000043AAA,6/22/2026,Mitsubishi,Montero Sport,2024,Private,Doha,QA,EN,Person,25-29,F,SouthAsia,2,66409,67,64,102,20K_PM,West Bay,11,3,590,0,0,1,1,4,0,1,0,1,8/21/2026,70000,60,3591,1,0,0,1,0,WhatsApp,EN,17,Email,60,1,1,0,0.58,0.66,1,0,0,0
CUST100044,JTTS57533XXXXX044,BID200044,001xx00000000044AAA,6/22/2026,Hyundai,Santa Fe,2021,Private,Al Wakrah,QA,EN,Person,40-49,M,Africa,6,118720,109,82,234,30K_PM,Industrial Area,17,3,965,0,0,1,0,0,0,1,0,0,7/4/2026,119151,12,431,1,0,0,0,1,WhatsApp,AR,12,WhatsApp,7,1,1,0,0.29,0.72,0,0,0,1
CUST100045,JTTF25554XXXXX045,BID200045,001xx00000000045AAA,6/22/2026,Toyota,Fortuner,2015,Private,Al Wakrah,QA,EN,Person,18-24,F,EastAsia,9,226330,52,59,61,Repair,West Bay,22,2,984,0,2,0,0,0,0,0,0,0,4/1/2027,240000,283,13670,1,0,1,1,1,WhatsApp,AR,18,WhatsApp,90,1,1,1,0.35,0.72,0,0,0,0
CUST100046,JTTS55597XXXXX046,BID200046,001xx00000000046AAA,6/22/2026,Kia,Sportage,2023,Private,West Bay,QA,EN,Person,60+,F,GCC,2,87721,47,69,122,Repair,West Bay,9,1,723,0,0,5,1,29,1,0,0,0,3/19/2027,100000,270,12279,0,1,1,1,1,Call,EN,11,WhatsApp,3,1,1,0,0.27,0.00,0,0,0,1
CUST100047,JTTC50676XXXXX047,BID200047,001xx00000000047AAA,6/22/2026,Toyota,Corolla,2022,Private,Al Rayyan,QA,EN,Person,50-59,F,EastAsia,4,46592,39,39,88,Repair,West Bay,6,2,1083,1,1,0,0,0,0,1,0,0,6/25/2026,47387,3,795,1,0,1,1,1,WhatsApp,AR,16,WhatsApp,90,1,1,0,0.52,0.61,0,0,0,0
CUST100048,JTTC16303XXXXX048,BID200048,001xx00000000048AAA,6/22/2026,Hyundai,Creta,2021,Private,Lusail,QA,EN,Person,18-24,M,Europe,3,81618,34,49,373,60K_PM,Industrial Area,7,1,110,0,0,0,0,0,0,1,0,0,3/6/2027,90000,257,8382,1,0,1,0,1,WhatsApp,AR,13,WhatsApp,60,1,1,0,0.47,0.90,0,0,0,0
CUST100049,JTTN72666XXXXX049,BID200049,001xx00000000049AAA,6/22/2026,Nissan,Navara,2023,Rental,Doha,QA,EN,Person,50-59,M,SouthAsia,1,52597,19,39,335,50K_PM,Industrial Area,5,2,1343,0,3,2,1,2,0,1,0,0,6/28/2026,53505,6,908,0,0,1,0,0,Email,AR,19,Email,7,1,0,0,0.35,0.00,1,0,0,0
CUST100050,JTTC43938XXXXX050,BID200050,001xx00000000050AAA,6/22/2026,Honda,CR-V,2023,Private,Al Khor,QA,AR,Person,40-49,M,GCC,3,69379,76,74,322,Repair,Lusail,7,2,787,0,0,3,0,0,1,0,0,0,11/17/2026,80000,148,10621,1,1,1,1,1,Email,EN,15,WhatsApp,7,1,1,0,0.33,0.53,1,0,0,1
CUST100051,JTTL95329XXXXX051,BID200051,001xx00000000051AAA,6/22/2026,Toyota,Land Cruiser,2023,Private,Al Wakrah,QA,EN,Person,50-59,M,GCC,4,47305,3,10,303,Repair,West Bay,3,1,1147,0,0,0,0,0,1,1,0,0,6/29/2026,47503,7,198,1,0,1,1,1,WhatsApp,AR,18,WhatsApp,30,0,0,0,0.28,0.80,0,0,1,0
CUST100052,JTTA11025XXXXX052,BID200052,001xx00000000052AAA,6/22/2026,Nissan,Altima,2021,Private,West Bay,QA,EN,Person,40-49,M,Europe,5,103486,46,50,525,50K_PM,Al Wakrah,13,0,498,1,1,3,0,0,0,1,0,0,7/4/2026,103967,12,481,1,1,1,1,1,Call,AR,11,Email,7,1,1,0,0.32,0.60,0,0,1,0
CUST100053,JTTP14872XXXXX053,BID200053,001xx00000000053AAA,6/22/2026,Nissan,Pathfinder,2023,Rental,The Pearl,QA,AR,Person,18-24,F,GCC,4,52969,37,53,124,10K_PM,Salwa Road,8,1,226,0,0,0,0,0,1,1,0,0,12/24/2026,60000,185,7031,1,1,0,0,1,WhatsApp,EN,8,WhatsApp,3,0,0,0,0.73,0.83,0,0,0,0
CUST100054,JTTS53040XXXXX054,BID200054,001xx00000000054AAA,6/22/2026,Nissan,Sunny,2024,Rental,Doha,QA,AR,Person,40-49,M,Levant,1,23070,47,28,97,10K_PM,Lusail,1,1,611,0,0,2,1,3,0,1,0,0,11/11/2026,30000,142,6930,1,1,0,0,1,WhatsApp,AR,16,Email,7,1,1,0,0.21,0.56,0,0,0,1
CUST100055,JTTL13711XXXXX055,BID200055,001xx00000000055AAA,6/22/2026,Lexus,LX,2025,Private,Doha,QA,AR,Organization,60+,M,GCC,1,2176,3,25,109,Repair,Al Wakrah,1,1,920,0,0,1,1,2,0,0,0,0,8/20/2033,10000,2616,7824,1,1,1,1,1,SMS,AR,16,WhatsApp,30,1,1,0,0.42,0.88,0,0,0,1
CUST100056,JTTS44813XXXXX056,BID200056,001xx00000000056AAA,6/22/2026,Kia,Seltos,2017,Private,The Pearl,QA,EN,Person,30-39,M,GCC,9,181097,69,75,47,10K_PM,West Bay,19,2,110,0,0,0,0,0,0,1,0,0,10/15/2026,190000,115,8903,1,0,1,1,0,WhatsApp,AR,8,WhatsApp,7,1,0,0,0.24,0.80,0,0,0,0
CUST100057,JTTA31147XXXXX057,BID200057,001xx00000000057AAA,6/22/2026,Hyundai,Accent,2023,Private,Doha,QA,AR,Person,18-24,M,Africa,3,36661,19,22,21,50K_PM,Al Rayyan,1,1,835,0,1,0,1,7,1,1,0,0,12/23/2026,40000,184,3339,1,0,1,1,1,WhatsApp,AR,19,WhatsApp,120,1,0,0,0.50,0.78,0,0,0,0
CUST100058,JTTC40597XXXXX058,BID200058,001xx00000000058AAA,6/22/2026,Hyundai,Creta,2018,Private,Doha,QA,AR,Person,25-29,M,Levant,7,133271,35,33,359,Battery,Al Rayyan,17,3,1050,0,0,1,0,0,0,1,0,1,1/9/2027,140000,201,6729,1,0,1,0,1,WhatsApp,AR,9,WhatsApp,30,1,1,0,0.23,0.33,0,0,1,0
CUST100059,JTTP86261XXXXX059,BID200059,001xx00000000059AAA,6/22/2026,Nissan,Pathfinder,2020,Private,Al Rayyan,QA,EN,Organization,18-24,F,GCC,6,149918,16,49,47,20K_PM,Al Rayyan,15,0,405,0,0,0,0,0,1,1,0,0,3/20/2028,160000,637,10082,1,1,0,0,1,WhatsApp,AR,17,SMS,120,1,1,0,0.26,0.51,0,0,0,0
CUST100060,JTTR19913XXXXX060,BID200060,001xx00000000060AAA,6/22/2026,Toyota,RAV4,2021,Commercial,Lusail,QA,EN,Organization,30-39,M,Africa,4,87308,65,52,31,20K_PM,Industrial Area,9,0,870,1,0,0,0,0,0,1,0,0,1/4/2027,100000,196,12692,1,0,1,0,1,WhatsApp,AR,10,WhatsApp,14,1,1,1,0.29,0.71,0,0,0,1
CUST100061,JTTS21769XXXXX061,BID200061,001xx00000000061AAA,6/22/2026,Nissan,Sunny,2023,Private,Doha,QA,AR,Organization,25-29,F,GCC,3,42869,28,46,211,10K_PM,West Bay,8,2,716,0,1,0,1,27,1,0,0,0,3/11/2027,50000,262,7131,1,1,1,0,1,Email,EN,18,WhatsApp,30,0,0,0,0.41,0.88,0,0,1,0
CUST100062,JTTY47731XXXXX062,BID200062,001xx00000000062AAA,6/22/2026,Toyota,Yaris,2022,Private,Al Khor,QA,AR,Person,50-59,F,GCC,5,72609,50,18,150,Repair,West Bay,6,2,718,1,1,1,0,0,0,1,0,0,11/12/2026,80000,143,7391,1,1,1,0,1,WhatsApp,AR,18,SMS,14,0,0,0,0.30,0.83,0,0,1,0
CUST100063,JTTT47928XXXXX063,BID200063,001xx00000000063AAA,6/22/2026,Ford,Territory,2023,Private,Al Wakrah,QA,AR,Person,50-59,F,SouthAsia,1,60581,53,62,23,Repair,Lusail,4,2,691,0,1,0,1,13,0,1,0,0,6/22/2026,61525,0,944,1,0,1,0,1,WhatsApp,AR,18,SMS,90,1,1,0,0.37,0.47,0,0,0,0
CUST100064,JTTM22952XXXXX064,BID200064,001xx00000000064AAA,6/22/2026,Mitsubishi,Montero Sport,2021,Private,Al Wakrah,QA,AR,Person,40-49,F,GCC,5,101576,96,73,341,AC_Service,Industrial Area,12,1,825,0,1,1,0,0,0,1,0,0,9/6/2026,110000,76,8424,1,1,0,0,1,WhatsApp,EN,13,WhatsApp,7,1,1,1,0.57,0.89,1,0,0,0
CUST100065,JTTX16660XXXXX065,BID200065,001xx00000000065AAA,6/22/2026,BMW,X3,2023,Private,Doha,QA,EN,Person,50-59,F,GCC,3,51840,65,76,17,Repair,Al Rayyan,9,2,1327,0,1,0,0,0,0,1,0,0,3/10/2027,70000,261,18160,1,1,1,0,1,SMS,AR,16,WhatsApp,7,1,1,0,0.38,0.83,1,0,0,0
CUST100066,JTTE97887XXXXX066,BID200066,001xx00000000066AAA,6/22/2026,Ford,Explorer,2021,Private,Al Wakrah,QA,AR,Person,50-59,M,Africa,6,106210,45,40,117,30K_PM,West Bay,13,1,524,0,1,4,0,0,1,1,0,0,7/3/2026,106423,11,213,1,1,0,1,1,WhatsApp,EN,18,Email,60,1,1,1,0.24,0.30,1,0,1,0
