customer_id,vin,businessId,sf_account_id,asof_date,make,model,model_year,plate_type,city,country,correspondence_language,customer_type,age_band,gender,nationality_region,tenure_years,current_odometer_km,avg_daily_km_30d,avg_daily_km_180d,days_since_last_service,last_service_type,last_service_branch,total_services_lifetime,services_last_12m,avg_invoice_amt_qar_12m,no_show_count_24m,cancel_count_24m,reschedule_count_24m,warranty_active_flag,warranty_months_remaining,service_contract_flag,insurance_active_flag,open_recall_flag,open_complaint_flag,predicted_next_service_due_date,predicted_due_km,days_until_due,km_until_due,whatsapp_optin,sms_optin,email_optin,call_optin,marketing_consent,preferred_channel,preferred_language,preferred_contact_hour,last_reminder_channel,last_reminder_sent_days_ago,last_reminder_delivered,last_reminder_read,last_reminder_clicked,reminder_response_rate_12m,whatsapp_read_rate_12m,competitor_service_signal,central_block_flag,target_churn_180d,target_booked_within_14d
CUST100011,JTTY34267XXXXX011,BID200011,001xx00000000011AAA,6/22/2026,Toyota,Yaris,2021,Private,Al Wakrah,QA,EN,Person,30-39,M,GCC,4,29508,3,21,90,50K_PM,Abu Hamour,4,2,617,0,0,1,0,0,0,1,0,0,11/4/2027,40000,500,10492,1,1,1,0,1,Email,EN,14,SMS,14,1,1,0,0.20,0.20,0,0,0,0
CUST100012,JTTH30585XXXXX012,BID200012,001xx00000000012AAA,6/22/2026,Toyota,Hilux,2022,Private,Doha,QA,AR,Organization,60+,F,SouthAsia,4,53148,56,34,150,30K_PM,Abu Hamour,4,2,1206,0,0,2,0,0,1,1,0,0,1/10/2027,60000,202,6852,1,1,0,1,1,Call,AR,9,WhatsApp,60,1,1,0,0.51,0.82,0,0,0,1
CUST100013,JTTP97835XXXXX013,BID200013,001xx00000000013AAA,6/22/2026,Toyota,Prado,2023,Private,Lusail,QA,EN,Organization,18-29,M,GCC,3,73558,64,62,120,10K_PM,Industrial Area,5,1,946,0,0,0,0,0,0,1,0,0,10/4/2026,80000,104,6442,1,1,1,0,1,SMS,EN,14,Email,30,1,1,0,0.55,0.36,0,0,0,0
CUST100014,JTTP10336XXXXX014,BID200014,001xx00000000014AAA,6/22/2026,Toyota,Prado,2023,Private,Al Rayyan,QA,AR,Person,40-49,M,SouthAsia,4,52945,48,48,30,20K_PM,West Bay,8,3,606,0,0,0,1,33,0,1,0,0,8/28/2026,56128,67,3183,1,1,1,0,1,WhatsApp,AR,15,WhatsApp,30,1,1,1,0.66,0.58,0,0,0,0
CUST100015,JTLN39817XXXXX015,BID200015,001xx00000000015AAA,6/22/2026,Lexus,NX,2025,Diplomatic,Al Wakrah,QA,EN,Person,50-59,F,SouthAsia,1,18263,24,27,180,30K_PM,Abu Hamour,0,0,0,0,1,2,0,0,1,1,0,0,8/31/2027,30000,435,11737,1,0,1,1,1,WhatsApp,EN,17,Email,90,1,1,0,0.47,0.63,0,0,0,0
CUST100016,JTTR40162XXXXX016,BID200016,001xx00000000016AAA,6/22/2026,Toyota,Raize,2023,Private,Doha,QA,EN,Person,40-49,M,EastAsia,4,37625,9,34,150,20K_PM,West Bay,4,2,638,0,0,4,1,34,1,1,0,0,6/21/2027,50000,364,12375,1,1,1,1,1,Email,EN,15,Call,14,1,1,0,0.60,0.41,0,0,0,0
CUST100017,JTTP18285XXXXX017,BID200017,001xx00000000017AAA,6/22/2026,Toyota,Prado,2020,Private,Doha,QA,AR,Person,Unknown,F,EastAsia,6,30508,6,19,90,30K_PM,West Bay,3,2,947,0,0,2,0,0,0,1,0,1,11/4/2027,40000,500,9492,1,0,0,0,0,WhatsApp,AR,9,WhatsApp,365,1,0,0,0.52,0.17,0,0,1,0
CUST100018,JTTL56955XXXXX018,BID200018,001xx00000000018AAA,6/22/2026,Toyota,Land Cruiser,2026,Commercial,The Pearl,QA,EN,Person,40-49,U,GCC,1,12179,109,100,180,10K_PM,Industrial Area,4,2,1150,0,0,2,1,60,0,1,0,0,9/9/2026,20000,79,7821,1,1,1,1,1,Call,EN,17,WhatsApp,14,1,1,0,0.13,0.48,0,0,0,0
CUST100019,JTTL43408XXXXX019,BID200019,001xx00000000019AAA,6/22/2026,Toyota,Land Cruiser,2020,Private,The Pearl,QA,AR,Person,40-49,M,Africa,5,105020,25,45,180,10K_PM,Pearl,9,2,1173,1,0,2,0,0,0,0,0,0,5/21/2027,120000,333,14980,0,1,0,0,0,SMS,AR,10,SMS,60,0,0,0,0.35,0.76,0,0,0,0
CUST100020,JTTH30392XXXXX020,BID200020,001xx00000000020AAA,6/22/2026,Toyota,Highlander,2025,Private,West Bay,QA,AR,Person,40-49,M,Levant,2,23787,79,68,365,40K_PM,West Bay,1,1,426,0,0,0,1,48,1,1,0,0,2/16/2027,40000,239,16213,1,0,1,0,1,WhatsApp,AR,17,Email,90,1,0,0,0.16,0.92,1,0,0,0
CUST100021,JTTP54500XXXXX021,BID200021,001xx00000000021AAA,6/22/2026,Toyota,Prado,2023,Private,Doha,QA,EN,Person,50-59,F,GCC,4,124486,77,86,90,60K_PM,Abu Hamour,11,4,1049,2,0,3,1,35,0,1,0,0,7/27/2026,127475,35,2989,1,1,1,1,1,WhatsApp,EN,15,SMS,7,1,0,0,0.47,0.62,0,0,0,0
CUST100022,JTTY32617XXXXX022,BID200022,001xx00000000022AAA,6/22/2026,Toyota,Yaris,2025,Private,Al Rayyan,QA,EN,Person,40-49,U,SouthAsia,0,21344,34,46,90,50K_PM,Mobile Service,3,3,803,1,1,0,0,0,0,1,0,0,12/28/2026,30000,189,8656,1,0,0,1,1,WhatsApp,EN,11,WhatsApp,14,1,1,1,0.34,0.70,1,0,0,0
CUST100023,JTTF31697XXXXX023,BID200023,001xx00000000023AAA,6/22/2026,Toyota,Fortuner,2024,Diplomatic,Al Khor,QA,EN,Organization,18-29,M,Levant,1,30308,46,36,120,10K_PM,Industrial Area,2,1,1494,0,0,1,1,46,1,1,0,0,3/19/2027,40000,270,9692,1,0,0,1,0,WhatsApp,EN,14,WhatsApp,90,1,1,0,0.63,0.33,0,0,0,0
CUST100024,JTTS10688XXXXX024,BID200024,001xx00000000024AAA,6/22/2026,Toyota,Supra,2021,Commercial,Al Rayyan,QA,EN,Person,50-59,F,GCC,6,86667,31,52,150,10K_PM,Abu Hamour,8,1,612,0,3,0,1,1,0,1,0,0,3/6/2027,100000,257,13333,1,0,1,1,1,Call,EN,11,Call,60,1,0,0,0.51,0.81,0,0,0,0
CUST100025,JTTI69988XXXXX025,BID200025,001xx00000000025AAA,6/22/2026,Toyota,Innova,2021,Private,Al Rayyan,QA,EN,Person,40-49,F,GCC,6,94497,23,42,60,10K_PM,Al Khor,8,3,427,0,1,0,0,0,1,1,0,0,7/5/2026,95035,13,538,1,1,1,0,1,WhatsApp,EN,18,WhatsApp,14,1,1,1,0.37,0.30,0,0,0,1
CUST100026,JTLR14561XXXXX026,BID200026,001xx00000000026AAA,6/22/2026,Lexus,RX,2024,Private,Doha,QA,EN,Person,50-59,U,SouthAsia,1,18729,32,19,365,10K_PM,West Bay,5,0,0,1,0,4,1,36,1,1,0,0,2/6/2028,30000,594,11271,0,0,0,0,0,Call,EN,9,Call,90,0,0,0,0.13,0.60,0,0,0,0
CUST100027,JTTI78903XXXXX027,BID200027,001xx00000000027AAA,6/22/2026,Toyota,Innova,2026,Private,Al Wakrah,QA,AR,Person,40-49,M,GCC,0,8133,63,53,90,20K_PM,Industrial Area,3,1,803,0,0,0,0,0,1,1,0,0,2/1/2027,20000,224,11867,0,1,0,1,1,SMS,AR,14,Call,90,1,1,0,0.31,0.58,0,0,0,0
CUST100028,JTTC30719XXXXX028,BID200028,001xx00000000028AAA,6/22/2026,Toyota,Corolla,2026,Private,West Bay,QA,EN,Person,40-49,M,GCC,0,4807,34,49,90,30K_PM,Abu Hamour,2,1,430,0,0,1,1,60,0,1,0,0,8/15/2026,7437,54,2630,0,1,0,0,1,SMS,EN,15,SMS,14,1,1,0,0.65,0.18,0,0,0,0
CUST100029,JTTC91689XXXXX029,BID200029,001xx00000000029AAA,6/22/2026,Toyota,Corolla,2020,Private,Doha,QA,EN,Organization,30-39,U,EastAsia,6,134936,26,50,120,10K_PM,Mobile Service,15,0,606,0,0,0,0,0,1,1,0,1,10/2/2026,140000,102,5064,0,1,1,1,1,Call,EN,17,Email,30,1,1,0,0.57,0.51,1,0,0,0
CUST100030,JTTA64890XXXXX030,BID200030,001xx00000000030AAA,6/22/2026,Toyota,Avalon,2024,Private,Doha,QA,AR,Organization,30-39,F,NorthAfrica,2,47555,81,63,60,50K_PM,Industrial Area,6,3,412,0,0,1,0,0,0,1,0,0,7/22/2026,49436,30,1881,1,1,1,1,1,SMS,AR,11,WhatsApp,3,1,1,0,0.62,0.67,0,0,0,1
CUST100031,JTLL79604XXXXX031,BID200031,001xx00000000031AAA,6/22/2026,Lexus,LC,2018,Private,Al Rayyan,QA,EN,Person,50-59,F,GCC,8,132221,52,57,150,10K_PM,Abu Hamour,13,1,2391,0,2,1,0,0,0,1,0,0,4/30/2027,150000,312,17779,0,1,1,0,1,Email,EN,15,Email,60,1,1,0,0.28,0.84,0,0,1,0
CUST100032,JTTY62538XXXXX032,BID200032,001xx00000000032AAA,6/22/2026,Toyota,Yaris,2021,Private,Lusail,QA,AR,Organization,40-49,F,Levant,6,182401,90,70,520,10K_PM,Abu Hamour,17,0,667,0,0,0,1,11,1,1,0,0,3/1/2027,200000,252,17599,0,1,0,1,0,Call,AR,12,Call,90,0,0,0,0.37,0.85,0,0,0,0
CUST100033,JTTC68390XXXXX033,BID200033,001xx00000000033AAA,6/22/2026,Toyota,Camry,2024,Commercial,Doha,QA,AR,Person,60+,F,GCC,2,39989,68,48,60,30K_PM,Industrial Area,7,1,509,0,0,1,1,44,0,1,0,0,1/17/2027,50000,209,10011,0,1,1,1,1,SMS,AR,16,SMS,60,1,1,0,0.56,0.88,0,0,0,0
CUST100034,JTTL12050XXXXX034,BID200034,001xx00000000034AAA,6/22/2026,Toyota,Land Cruiser,2023,Private,West Bay,QA,EN,Person,18-29,M,Europe,2,21142,28,22,60,10K_PM,West Bay,4,4,1190,0,0,1,0,0,1,1,0,0,7/30/2027,30000,403,8858,0,1,1,0,1,SMS,EN,17,Email,30,1,0,0,0.65,0.90,0,0,0,0
CUST100035,JTTP58637XXXXX035,BID200035,001xx00000000035AAA,6/22/2026,Toyota,Prado,2018,Private,Doha,QA,EN,Person,30-39,M,GCC,8,185783,61,58,300,50K_PM,Abu Hamour,20,1,1110,1,0,1,0,0,0,0,0,0,7/4/2026,186425,12,642,1,1,1,0,1,Email,EN,15,Email,7,1,0,0,0.58,0.24,0,0,0,0
CUST100036,JTTP74303XXXXX036,BID200036,001xx00000000036AAA,6/22/2026,Toyota,Prado,2021,Private,Al Wakrah,QA,EN,Person,60+,F,Levant,5,125900,69,64,90,50K_PM,Industrial Area,11,1,1828,0,0,0,1,9,0,1,0,0,1/29/2027,140000,221,14100,1,1,1,1,1,SMS,EN,11,WhatsApp,90,1,0,0,0.70,0.22,0,0,0,0
CUST100037,JTTY20837XXXXX037,BID200037,001xx00000000037AAA,6/22/2026,Toyota,Yaris,2025,Private,Doha,QA,AR,Person,40-49,M,Levant,0,23549,62,86,120,30K_PM,Al Khor,2,2,480,0,0,4,1,58,0,1,0,0,9/6/2026,30000,76,6451,1,1,1,1,1,SMS,AR,14,WhatsApp,7,0,1,0,0.73,0.53,1,0,0,0
CUST100038,JTTH61068XXXXX038,BID200038,001xx00000000038AAA,6/22/2026,Toyota,Highlander,2025,Private,Doha,QA,EN,Organization,50-59,F,SouthAsia,1,28326,54,58,30,10K_PM,Abu Hamour,5,3,491,2,0,1,1,49,0,1,0,0,1/10/2027,40000,202,11674,1,1,0,1,1,Call,EN,16,WhatsApp,14,0,0,0,0.44,0.45,0,0,0,0
CUST100039,JTTC74357XXXXX039,BID200039,001xx00000000039AAA,6/22/2026,Toyota,Corolla,2024,Taxi,Al Khor,QA,AR,Person,50-59,F,SouthAsia,1,41402,58,53,180,60K_PM,Industrial Area,3,2,1184,0,1,0,1,46,0,1,0,0,7/7/2026,42176,15,774,1,0,0,1,0,WhatsApp,AR,10,WhatsApp,60,1,1,0,0.17,0.74,0,0,0,1
CUST100040,JTTA70694XXXXX040,BID200040,001xx00000000040AAA,6/22/2026,Toyota,Avalon,2024,Diplomatic,Doha,QA,EN,Organization,50-59,M,GCC,3,34223,42,35,300,40K_PM,Industrial Area,5,2,599,0,2,0,0,0,1,1,0,0,12/5/2026,40000,166,5777,1,1,1,1,1,SMS,EN,14,SMS,90,1,1,1,0.83,0.35,0,0,0,1
CUST100041,JTTL93769XXXXX041,BID200041,001xx00000000041AAA,6/22/2026,Toyota,Land Cruiser,2025,Private,Doha,QA,AR,Person,18-29,M,Levant,1,4198,20,5,150,20K_PM,Industrial Area,0,0,0,0,0,0,0,0,0,1,0,0,2/16/2035,20000,3161,15802,1,1,0,0,1,SMS,AR,14,WhatsApp,30,1,1,0,0.41,0.77,0,0,0,0
CUST100042,JTTC58085XXXXX042,BID200042,001xx00000000042AAA,6/22/2026,Toyota,Corolla,2023,Private,Al Rayyan,QA,AR,Person,30-39,M,Levant,2,91962,75,60,90,60K_PM,Al Khor,8,2,379,0,0,1,1,28,1,1,0,0,11/3/2026,100000,134,8038,1,0,1,1,1,WhatsApp,AR,14,WhatsApp,7,1,1,1,0.72,0.51,0,0,0,1
CUST100043,JTTC22202XXXXX043,BID200043,001xx00000000043AAA,6/22/2026,Toyota,Camry,2023,Private,Al Khor,QA,EN,Person,50-59,U,Levant,3,42180,44,46,365,50K_PM,West Bay,5,0,590,0,0,0,1,27,0,1,0,0,8/8/2026,44319,47,2139,1,0,0,0,1,WhatsApp,EN,15,WhatsApp,3,0,1,0,0.83,0.72,0,0,0,0
CUST100044,JTLE78084XXXXX044,BID200044,001xx00000000044AAA,6/22/2026,Lexus,ES,2023,Private,Doha,QA,EN,Person,30-39,F,SouthAsia,4,18149,4,16,90,10K_PM,West Bay,0,0,0,0,0,2,1,30,0,1,0,0,7/2/2028,30000,741,11851,1,1,1,1,1,Email,EN,10,SMS,90,1,1,0,0.42,0.49,1,0,0,0
CUST100045,JTLT41599XXXXX045,BID200045,001xx00000000045AAA,6/22/2026,Lexus,TX,2023,Private,The Pearl,QA,EN,Person,18-29,F,Levant,3,86984,55,52,120,40K_PM,Industrial Area,11,2,1231,0,2,0,0,0,0,1,0,0,8/19/2026,90000,58,3016,1,1,0,0,1,WhatsApp,EN,10,WhatsApp,60,1,1,0,0.22,0.65,0,0,0,1
CUST100046,JTLT31473XXXXX046,BID200046,001xx00000000046AAA,6/22/2026,Lexus,TX,2017,Private,Doha,QA,AR,Person,50-59,M,Levant,10,127230,44,28,30,20K_PM,Industrial Area,16,1,929,0,0,0,0,0,1,1,0,0,9/22/2027,140000,457,12770,1,1,1,1,1,SMS,AR,11,WhatsApp,30,1,0,0,0.21,0.19,0,0,0,0
CUST100047,JTLR36302XXXXX047,BID200047,001xx00000000047AAA,6/22/2026,Lexus,RX,2023,Private,Doha,QA,AR,Organization,18-29,F,NorthAfrica,2,55550,22,47,150,60K_PM,West Bay,5,1,1275,0,0,1,1,27,0,0,0,1,8/27/2026,58609,66,3059,1,0,1,0,1,WhatsApp,AR,11,WhatsApp,60,1,0,1,0.65,0.53,0,0,1,0
CUST100048,JTTC80244XXXXX048,BID200048,001xx00000000048AAA,6/22/2026,Toyota,Corolla,2015,Private,West Bay,QA,EN,Person,60+,F,GCC,10,214766,70,50,365,60K_PM,Industrial Area,22,2,840,0,0,0,0,0,1,1,0,0,7/10/2026,215655,18,889,1,1,1,0,1,SMS,EN,17,WhatsApp,60,1,1,1,0.27,0.36,0,0,0,1
CUST100049,JTTH90868XXXXX049,BID200049,001xx00000000049AAA,6/22/2026,Toyota,Highlander,2025,Private,Doha,QA,EN,Person,30-39,U,NorthAfrica,1,45206,39,49,520,20K_PM,Industrial Area,5,0,619,0,2,0,0,0,0,1,0,0,7/23/2026,46712,31,1506,1,1,1,0,1,WhatsApp,EN,16,WhatsApp,7,1,1,0,0.71,0.30,0,0,0,1
CUST100050,JTTL74517XXXXX050,BID200050,001xx00000000050AAA,6/22/2026,Toyota,Land Cruiser,2024,Private,Al Rayyan,QA,AR,Organization,30-39,M,GCC,1,72273,70,65,120,10K_PM,Abu Hamour,11,1,1059,1,1,0,1,47,0,0,1,0,10/19/2026,80000,119,7727,0,0,1,0,1,Email,AR,18,Email,90,1,0,0,0.84,0.26,0,0,0,0
CUST100051,JTTF20198XXXXX051,BID200051,001xx00000000051AAA,6/22/2026,Toyota,Fortuner,2026,Private,Al Wakrah,QA,AR,Person,40-49,M,GCC,0,3867,26,25,60,Inspection,Abu Hamour,0,0,1172,0,0,0,1,60,1,0,0,1,2/23/2027,10000,246,6133,1,1,1,1,1,Call,AR,12,Email,60,1,1,0,0.39,0.69,0,0,0,0
CUST100052,JTLL80795XXXXX052,BID200052,001xx00000000052AAA,6/22/2026,Lexus,LX,2020,Private,Al Rayyan,QA,AR,Person,30-39,U,SouthAsia,5,131913,59,76,240,20K_PM,Abu Hamour,11,0,2166,1,1,0,0,0,0,1,0,1,10/7/2026,140000,107,8087,1,0,1,0,1,WhatsApp,AR,16,WhatsApp,7,1,1,1,0.62,0.94,0,0,0,0
CUST100053,JTTF68856XXXXX053,BID200053,001xx00000000053AAA,6/22/2026,Toyota,Fortuner,2019,Private,Doha,QA,AR,Organization,60+,M,Levant,7,230000,74,65,650,Inspection,Mobile Service,25,0,701,2,0,3,0,0,0,1,0,0,7/22/2026,231950,30,1950,1,1,1,1,1,WhatsApp,AR,17,WhatsApp,14,1,1,1,0.66,0.56,0,1,1,0
CUST100054,JTLL99764XXXXX054,BID200054,001xx00000000054AAA,6/22/2026,Lexus,LX,2023,Private,Al Rayyan,QA,AR,Organization,50-59,F,Europe,2,52791,57,45,150,Repair,Abu Hamour,7,2,1878,0,0,2,0,0,1,1,0,0,11/30/2026,60000,161,7209,1,1,1,0,1,WhatsApp,AR,16,WhatsApp,60,1,0,0,0.26,0.33,0,0,0,0
CUST100055,JTLE99417XXXXX055,BID200055,001xx00000000055AAA,6/22/2026,Lexus,ES,2019,Private,Doha,QA,AR,Person,18-29,U,NorthAfrica,7,145408,65,53,365,Repair,West Bay,16,1,977,1,0,0,0,0,1,1,0,0,3/25/2027,160000,276,14592,1,0,0,1,1,WhatsApp,AR,15,Call,14,1,1,0,0.50,0.77,0,0,1,0
CUST100056,JTTL93665XXXXX056,BID200056,001xx00000000056AAA,6/22/2026,Toyota,Land Cruiser,2024,Commercial,Al Rayyan,QA,AR,Person,50-59,U,SouthAsia,3,25123,36,33,240,Repair,West Bay,2,2,1494,0,0,4,1,42,1,1,0,0,9/16/2027,40000,451,14877,1,1,1,1,1,Call,AR,17,SMS,14,1,0,0,0.09,0.62,0,0,0,0
CUST100057,JTTH26961XXXXX057,BID200057,001xx00000000057AAA,6/22/2026,Toyota,Highlander,2019,Private,The Pearl,QA,EN,Person,30-39,F,SouthAsia,6,119089,58,64,90,40K_PM,Industrial Area,13,1,541,0,0,0,0,0,0,1,1,0,12/10/2026,130000,171,10911,1,1,1,0,1,WhatsApp,EN,9,WhatsApp,60,1,1,0,0.26,0.97,0,0,0,0
CUST100058,JTLE30070XXXXX058,BID200058,001xx00000000058AAA,6/22/2026,Lexus,ES,2026,Private,Doha,QA,AR,Person,40-49,M,NorthAfrica,0,3294,40,37,90,50K_PM,Abu Hamour,0,0,712,0,1,0,1,60,0,1,0,0,12/21/2026,10000,182,6706,1,1,1,1,1,Call,AR,11,Call,90,1,1,0,0.44,0.66,1,0,1,0
CUST100059,JTTL33969XXXXX059,BID200059,001xx00000000059AAA,6/22/2026,Toyota,Land Cruiser,2022,Private,Doha,QA,AR,Person,50-59,M,GCC,5,51146,16,29,90,20K_PM,Industrial Area,4,1,578,0,1,0,0,0,1,1,0,0,4/24/2027,60000,306,8854,1,0,1,1,1,Email,AR,17,Call,60,1,1,0,0.29,0.50,0,0,0,1
CUST100060,JTLG74990XXXXX060,BID200060,001xx00000000060AAA,6/22/2026,Lexus,GX,2023,Commercial,Al Rayyan,QA,AR,Person,40-49,F,Levant,2,31076,0,22,60,10K_PM,Industrial Area,7,3,1439,0,0,1,0,0,1,1,0,0,8/31/2026,32613,70,1537,0,0,0,0,0,Call,AR,14,Call,60,0,1,0,0.24,0.50,1,0,0,0
CUST100061,JTTS38257XXXXX061,BID200061,001xx00000000061AAA,6/22/2026,Toyota,Supra,2026,Private,Al Rayyan,QA,AR,Person,30-39,F,GCC,1,10810,62,46,120,60K_PM,West Bay,0,0,646,0,1,3,1,60,1,1,0,0,1/8/2027,20000,200,9190,1,1,1,1,1,WhatsApp,AR,18,Email,30,1,1,0,0.45,0.51,0,0,0,1
CUST100062,JTTR81105XXXXX062,BID200062,001xx00000000062AAA,6/22/2026,Toyota,RAV4,2017,Private,Al Rayyan,QA,EN,Person,50-59,U,Levant,9,199623,79,71,240,20K_PM,Abu Hamour,20,1,645,0,0,0,0,0,1,1,0,0,11/16/2026,210000,147,10377,1,1,0,0,1,WhatsApp,EN,12,SMS,60,1,1,0,0.29,0.54,0,0,0,0
CUST100063,JTTY32779XXXXX063,BID200063,001xx00000000063AAA,6/22/2026,Toyota,Yaris,2022,Diplomatic,Al Wakrah,QA,AR,Person,30-39,F,Levant,3,64642,29,40,240,10K_PM,Abu Hamour,10,0,618,1,1,2,0,0,0,1,0,0,8/9/2026,66540,48,1898,1,1,0,1,1,Call,AR,17,SMS,30,1,1,0,0.55,0.71,0,0,0,0
CUST100064,JTTC76680XXXXX064,BID200064,001xx00000000064AAA,6/22/2026,Toyota,Corolla,2025,Private,Al Wakrah,QA,AR,Person,50-59,F,Americas,0,33111,54,54,365,10K_PM,Lusail,4,0,397,1,0,0,0,0,1,1,0,0,7/6/2026,33821,14,710,1,1,1,1,1,WhatsApp,AR,15,Call,7,1,0,0,0.29,0.47,0,1,0,0
CUST100065,JTTY61248XXXXX065,BID200065,001xx00000000065AAA,6/22/2026,Toyota,Yaris,2016,Commercial,Al Khor,QA,EN,Organization,40-49,F,GCC,11,230000,110,84,365,Repair,Abu Hamour,22,0,669,0,1,0,0,0,0,1,0,0,10/20/2026,240000,120,10000,1,1,1,1,1,WhatsApp,EN,9,WhatsApp,90,1,1,0,0.40,0.41,0,0,0,1
CUST100066,JTTC32103XXXXX066,BID200066,001xx00000000066AAA,6/22/2026,Toyota,Corolla,2018,Private,Doha,QA,EN,Person,50-59,M,EastAsia,7,152985,76,53,120,20K_PM,Abu Hamour,18,1,720,0,0,0,0,0,0,1,0,0,11/2/2026,160000,133,7015,1,1,0,1,0,WhatsApp,EN,14,SMS,60,0,0,0,0.33,0.32,0,0,0,0
